Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n:  168, t: 0.021000, x[n]:   (1.000000,0.000054), y[n]:  (0.997842,-0.000837), y(t):  (0.999991,-0.002930), diff:  (0.002149,-0.002092)
n:  169, t: 0.021125, x[n]:  (-0.707150,0.707064), y[n]:  (-0.704993,0.706168), y(t):  (-0.705034,0.709167), diff:  (-0.000040,0.002999)
n:  170, t: 0.021250, x[n]:  (0.000007,-1.000000), y[n]: (-0.000885,-0.997842), y(t): (-0.002977,-0.999991), diff: (-0.002092,-0.002149)
n:  171, t: 0.021375, x[n]:   (0.707097,0.707116), y[n]:   (0.706202,0.704960), y(t):   (0.709201,0.705000), diff:   (0.002999,0.000040)
n:  172, t: 0.021500, x[n]: (-1.000000,-0.000020), y[n]:  (-0.997842,0.000872), y(t):  (-0.999991,0.002964), diff:  (-0.002149,0.002092)
n:  173, t: 0.021625, x[n]:  (0.707126,-0.707088), y[n]:  (0.704969,-0.706192), y(t):  (0.705009,-0.709192), diff:  (0.000040,-0.002999)
n:  174, t: 0.021750, x[n]:  (-0.000033,1.000000), y[n]:   (0.000858,0.997842), y(t):   (0.002951,0.999991), diff:   (0.002092,0.002149)
n:  175, t: 0.021875, x[n]: (-0.707078,-0.707135), y[n]: (-0.706183,-0.704979), y(t): (-0.709182,-0.705019), diff: (-0.002999,-0.000040)
n:  176, t: 0.022000, x[n]:   (1.000000,0.000047), y[n]:  (0.997842,-0.000845), y(t):  (0.999991,-0.002937), diff:  (0.002149,-0.002092)
n:  177, t: 0.022125, x[n]:  (-0.707123,0.707090), y[n]:  (-0.704966,0.706195), y(t):  (-0.705007,0.709194), diff:  (-0.000040,0.002999)
n:  178, t: 0.022250, x[n]:  (0.000030,-1.000000), y[n]: (-0.000862,-0.997842), y(t): (-0.002954,-0.999991), diff: (-0.002092,-0.002149)
n:  179, t: 0.022375, x[n]:   (0.707081,0.707132), y[n]:   (0.706186,0.704976), y(t):   (0.709185,0.705016), diff:   (0.002999,0.000040)
n:  180, t: 0.022500, x[n]: (-1.000000,-0.000043), y[n]:  (-0.997842,0.000849), y(t):  (-0.999991,0.002941), diff:  (-0.002149,0.002092)
n:  181, t: 0.022625, x[n]:  (0.707142,-0.707072), y[n]:  (0.704985,-0.706176), y(t):  (0.705026,-0.709175), diff:  (0.000040,-0.002999)
n:  182, t: 0.022750, x[n]:  (-0.000056,1.000000), y[n]:   (0.000835,0.997842), y(t):   (0.002928,0.999991), diff:   (0.002092,0.002149)
n:  183, t: 0.022875, x[n]: (-0.707084,-0.707130), y[n]: (-0.706188,-0.704973), y(t): (-0.709188,-0.705013), diff: (-0.002999,-0.000040)
n:  184, t: 0.023000, x[n]:   (1.000000,0.000039), y[n]:  (0.997842,-0.000853), y(t):  (0.999991,-0.002945), diff:  (0.002149,-0.002092)
n:  185, t: 0.023125, x[n]:  (-0.707118,0.707096), y[n]:  (-0.704961,0.706200), y(t):  (-0.705001,0.709200), diff:  (-0.000040,0.002999)
n:  186, t: 0.023250, x[n]:  (0.000022,-1.000000), y[n]: (-0.000870,-0.997842), y(t): (-0.002962,-0.999991), diff: (-0.002092,-0.002149)
n:  187, t: 0.023375, x[n]:   (0.707086,0.707127), y[n]:   (0.706191,0.704971), y(t):   (0.709190,0.705011), diff:   (0.002999,0.000040)
n:  188, t: 0.023500, x[n]: (-1.000000,-0.000035), y[n]:  (-0.997842,0.000856), y(t):  (-0.999991,0.002949), diff:  (-0.002149,0.002092)
n:  189, t: 0.023625, x[n]:  (0.707137,-0.707077), y[n]:  (0.704980,-0.706182), y(t):  (0.705020,-0.709181), diff:  (0.000040,-0.002999)
n:  190, t: 0.023750, x[n]:  (-0.000049,1.000000), y[n]:   (0.000843,0.997842), y(t):   (0.002935,0.999991), diff:   (0.002092,0.002149)
n:  191, t: 0.023875, x[n]: (-0.707068,-0.707146), y[n]: (-0.706172,-0.704989), y(t): (-0.709171,-0.705030), diff: (-0.002999,-0.000040)
n:  192, t: 0.024000, x[n]:   (1.000000,0.000032), y[n]:  (0.997842,-0.000860), y(t):  (0.999991,-0.002952), diff:  (0.002149,-0.002092)
n:  193, t: 0.024125, x[n]:  (-0.707134,0.707080), y[n]:  (-0.704977,0.706184), y(t):  (-0.705018,0.709184), diff:  (-0.000040,0.002999)
n:  194, t: 0.024250, x[n]:  (0.000045,-1.000000), y[n]: (-0.000847,-0.997842), y(t): (-0.002939,-0.999991), diff: (-0.002092,-0.002149)
n:  195, t: 0.024375, x[n]:   (0.707092,0.707122), y[n]:   (0.706196,0.704965), y(t):   (0.709196,0.705005), diff:   (0.002999,0.000040)
n:  196, t: 0.024500, x[n]: (-1.000000,-0.000028), y[n]:  (-0.997842,0.000864), y(t):  (-0.999991,0.002956), diff:  (-0.002149,0.002092)
n:  197, t: 0.024625, x[n]:  (0.707131,-0.707082), y[n]:  (0.704975,-0.706187), y(t):  (0.705015,-0.709186), diff:  (0.000040,-0.002999)
n:  198, t: 0.024750, x[n]:  (-0.000041,1.000000), y[n]:   (0.000851,0.997842), y(t):   (0.002943,0.999991), diff:   (0.002092,0.002149)
n:  199, t: 0.024875, x[n]: (-0.707073,-0.707141), y[n]: (-0.706177,-0.704984), y(t): (-0.709177,-0.705024), diff: (-0.002999,-0.000040)
n:  200, t: 0.025000, x[n]:   (1.000000,0.000024), y[n]:  (0.997842,-0.000868), y(t):  (0.999991,-0.002960), diff:  (0.002149,-0.002092)
n:  201, t: 0.025125, x[n]:  (-0.707129,0.707085), y[n]:  (-0.704972,0.706190), y(t):  (-0.705012,0.709189), diff:  (-0.000040,0.002999)
n:  202, t: 0.025250, x[n]:  (0.000037,-1.000000), y[n]: (-0.000854,-0.997842), y(t): (-0.002947,-0.999991), diff: (-0.002092,-0.002149)
n:  203, t: 0.025375, x[n]:   (0.707076,0.707138), y[n]:   (0.706180,0.704981), y(t):   (0.709179,0.705022), diff:   (0.002999,0.000040)
n:  204, t: 0.025500, x[n]: (-1.000000,-0.000051), y[n]:  (-0.997842,0.000841), y(t):  (-0.999991,0.002933), diff:  (-0.002149,0.002092)
n:  205, t: 0.025625, x[n]:  (0.707147,-0.707066), y[n]:  (0.704991,-0.706171), y(t):  (0.705031,-0.709170), diff:  (0.000040,-0.002999)
n:  206, t: 0.025750, x[n]:  (-0.000064,1.000000), y[n]:   (0.000828,0.997842), y(t):   (0.002920,0.999991), diff:   (0.002092,0.002149)
n:  207, t: 0.025875, x[n]: (-0.707057,-0.707157), y[n]: (-0.706161,-0.705000), y(t): (-0.709161,-0.705041), diff: (-0.002999,-0.000040)
n:  208, t: 0.026000, x[n]:   (1.000000,0.000016), y[n]:  (0.997842,-0.000875), y(t):  (0.999991,-0.002968), diff:  (0.002149,-0.002092)
n:  209, t: 0.026125, x[n]:  (-0.707123,0.707090), y[n]:  (-0.704967,0.706195), y(t):  (-0.705007,0.709194), diff:  (-0.000040,0.002999)
n:  210, t: 0.026250, x[n]:  (0.000030,-1.000000), y[n]: (-0.000862,-0.997842), y(t): (-0.002954,-0.999991), diff: (-0.002092,-0.002149)
n:  211, t: 0.026375, x[n]:   (0.707081,0.707133), y[n]:   (0.706186,0.704976), y(t):   (0.709185,0.705016), diff:   (0.002999,0.000040)
n:  212, t: 0.026500, x[n]: (-1.000000,-0.000043), y[n]:  (-0.997842,0.000849), y(t):  (-0.999991,0.002941), diff:  (-0.002149,0.002092)
n:  213, t: 0.026625, x[n]:  (0.707142,-0.707071), y[n]:  (0.704985,-0.706176), y(t):  (0.705026,-0.709175), diff:  (0.000040,-0.002999)
n:  214, t: 0.026750, x[n]:  (-0.000057,1.000000), y[n]:   (0.000835,0.997842), y(t):   (0.002928,0.999991), diff:   (0.002092,0.002149)
n:  215, t: 0.026875, x[n]: (-0.707084,-0.707130), y[n]: (-0.706188,-0.704973), y(t): (-0.709188,-0.705014), diff: (-0.002999,-0.000040)
n:  216, t: 0.027000, x[n]:   (1.000000,0.000039), y[n]:  (0.997842,-0.000852), y(t):  (0.999991,-0.002945), diff:  (0.002149,-0.002092)
n:  217, t: 0.027125, x[n]:  (-0.707139,0.707074), y[n]:  (-0.704983,0.706179), y(t):  (-0.705023,0.709178), diff:  (-0.000040,0.002999)
n:  218, t: 0.027250, x[n]:  (0.000053,-1.000000), y[n]: (-0.000839,-0.997842), y(t): (-0.002931,-0.999991), diff: (-0.002092,-0.002149)
n:  219, t: 0.027375, x[n]:   (0.707065,0.707149), y[n]:   (0.706169,0.704992), y(t):   (0.709169,0.705033), diff:   (0.002999,0.000040)
n:  220, t: 0.027500, x[n]: (-1.000000,-0.000066), y[n]:  (-0.997842,0.000826), y(t):  (-0.999991,0.002918), diff:  (-0.002149,0.002092)
n:  221, t: 0.027625, x[n]:  (0.707158,-0.707055), y[n]:  (0.705002,-0.706160), y(t):  (0.705042,-0.709159), diff:  (0.000040,-0.002999)
n:  222, t: 0.027750, x[n]:  (-0.000080,1.000000), y[n]:   (0.000812,0.997842), y(t):   (0.002905,0.999991), diff:   (0.002092,0.002149)
n:  223, t: 0.027875, x[n]: (-0.707089,-0.707125), y[n]: (-0.706194,-0.704968), y(t): (-0.709193,-0.705008), diff: (-0.002999,-0.000040)
n:  224, t: 0.028000, x[n]:   (1.000000,0.000032), y[n]:  (0.997842,-0.000860), y(t):  (0.999991,-0.002952), diff:  (0.002149,-0.002092)
n:  225, t: 0.028125, x[n]:  (-0.707134,0.707080), y[n]:  (-0.704977,0.706184), y(t):  (-0.705018,0.709183), diff:  (-0.000040,0.002999)
n:  226, t: 0.028250, x[n]:  (0.000045,-1.000000), y[n]: (-0.000847,-0.997842), y(t): (-0.002939,-0.999991), diff: (-0.002092,-0.002149)
n:  227, t: 0.028375, x[n]:   (0.707070,0.707143), y[n]:   (0.706175,0.704987), y(t):   (0.709174,0.705027), diff:   (0.002999,0.000040)
n:  228, t: 0.028500, x[n]: (-1.000000,-0.000059), y[n]:  (-0.997842,0.000833), y(t):  (-0.999991,0.002926), diff:  (-0.002149,0.002092)
n:  229, t: 0.028625, x[n]:  (0.707153,-0.707061), y[n]:  (0.704996,-0.706165), y(t):  (0.705037,-0.709165), diff:  (0.000040,-0.002999)
n:  230, t: 0.028750, x[n]:  (-0.000011,1.000000), y[n]:   (0.000881,0.997842), y(t):   (0.002973,0.999991), diff:   (0.002092,0.002149)
n:  231, t: 0.028875, x[n]: (-0.707094,-0.707119), y[n]: (-0.706199,-0.704963), y(t): (-0.709198,-0.705003), diff: (-0.002999,-0.000040)
n:  232, t: 0.029000, x[n]:   (1.000000,0.000024), y[n]:  (0.997842,-0.000867), y(t):  (0.999991,-0.002960), diff:  (0.002149,-0.002092)
n:  233, t: 0.029125, x[n]:  (-0.707129,0.707085), y[n]:  (-0.704972,0.706189), y(t):  (-0.705012,0.709189), diff:  (-0.000040,0.002999)
n:  234, t: 0.029250, x[n]:  (0.000038,-1.000000), y[n]: (-0.000854,-0.997842), y(t): (-0.002946,-0.999991), diff: (-0.002092,-0.002149)
n:  235, t: 0.029375, x[n]:   (0.707075,0.707138), y[n]:   (0.706180,0.704982), y(t):   (0.709179,0.705022), diff:   (0.002999,0.000040)
n:  236, t: 0.029500, x[n]: (-1.000000,-0.000051), y[n]:  (-0.997842,0.000841), y(t):  (-0.999991,0.002933), diff:  (-0.002149,0.002092)
n:  237, t: 0.029625, x[n]:  (0.707148,-0.707066), y[n]:  (0.704991,-0.706171), y(t):  (0.705031,-0.709170), diff:  (0.000040,-0.002999)
n:  238, t: 0.029750, x[n]:  (-0.000064,1.000000), y[n]:   (0.000827,0.997842), y(t):   (0.002920,0.999991), diff:   (0.002092,0.002149)
n:  239, t: 0.029875, x[n]: (-0.707100,-0.707114), y[n]: (-0.706204,-0.704957), y(t): (-0.709203,-0.704997), diff: (-0.002999,-0.000040)
n:  240, t: 0.030000, x[n]:   (1.000000,0.000017), y[n]:  (0.997842,-0.000875), y(t):  (0.999991,-0.002967), diff:  (0.002149,-0.002092)
n:  241, t: 0.030125, x[n]:  (-0.707123,0.707090), y[n]:  (-0.704967,0.706195), y(t):  (-0.705007,0.709194), diff:  (-0.000040,0.002999)
n:  242, t: 0.030250, x[n]:  (0.000030,-1.000000), y[n]: (-0.000862,-0.997842), y(t): (-0.002954,-0.999991), diff: (-0.002092,-0.002149)
n:  243, t: 0.030375, x[n]:   (0.707081,0.707133), y[n]:   (0.706185,0.704976), y(t):   (0.709185,0.705016), diff:   (0.002999,0.000040)
n:  244, t: 0.030500, x[n]: (-1.000000,-0.000043), y[n]:  (-0.997842,0.000848), y(t):  (-0.999991,0.002941), diff:  (-0.002149,0.002092)
n:  245, t: 0.030625, x[n]:  (0.707142,-0.707071), y[n]:  (0.704986,-0.706176), y(t):  (0.705026,-0.709175), diff:  (0.000040,-0.002999)
n:  246, t: 0.030750, x[n]:  (-0.000057,1.000000), y[n]:   (0.000835,0.997842), y(t):   (0.002927,0.999991), diff:   (0.002092,0.002149)
n:  247, t: 0.030875, x[n]: (-0.707062,-0.707152), y[n]: (-0.706166,-0.704995), y(t): (-0.709166,-0.705035), diff: (-0.002999,-0.000040)
n:  248, t: 0.031000, x[n]:   (1.000000,0.000070), y[n]:  (0.997842,-0.000822), y(t):  (0.999991,-0.002914), diff:  (0.002149,-0.002092)
n:  249, t: 0.031125, x[n]:  (-0.707161,0.707052), y[n]:  (-0.705004,0.706157), y(t):  (-0.705045,0.709156), diff:  (-0.000040,0.002999)
n:  250, t: 0.031250, x[n]:  (0.000022,-1.000000), y[n]: (-0.000869,-0.997842), y(t): (-0.002962,-0.999991), diff: (-0.002092,-0.002149)
n:  251, t: 0.031375, x[n]:   (0.707043,0.707171), y[n]:   (0.706148,0.705014), y(t):   (0.709147,0.705054), diff:   (0.002999,0.000040)
n:  252, t: 0.031500, x[n]: (-1.000000,-0.000036), y[n]:  (-0.997842,0.000856), y(t):  (-0.999991,0.002948), diff:  (-0.002149,0.002092)
n:  253, t: 0.031625, x[n]:  (0.707137,-0.707077), y[n]:  (0.704980,-0.706181), y(t):  (0.705021,-0.709181), diff:  (0.000040,-0.002999)
n:  254, t: 0.031750, x[n]:  (-0.000049,1.000000), y[n]:   (0.000843,0.997842), y(t):   (0.002935,0.999991), diff:   (0.002092,0.002149)
n:  255, t: 0.031875, x[n]: (-0.707067,-0.707146), y[n]: (-0.706172,-0.704990), y(t): (-0.709171,-0.705030), diff: (-0.002999,-0.000040)
n:  256, t: 0.032000, x[n]:   (1.000000,0.000063), y[n]:  (0.997842,-0.000829), y(t):  (0.999991,-0.002922), diff:  (0.002149,-0.002092)
n:  257, t: 0.032125, x[n]:  (-0.707113,0.707101), y[n]:  (-0.704956,0.706206), y(t):  (-0.704996,0.709205), diff:  (-0.000040,0.002999)
n:  258, t: 0.032250, x[n]:  (0.000076,-1.000000), y[n]: (-0.000816,-0.997842), y(t): (-0.002908,-0.999991), diff: (-0.002092,-0.002149)
n:  259, t: 0.032375, x[n]:   (0.707092,0.707122), y[n]:   (0.706196,0.704965), y(t):   (0.709195,0.705006), diff:   (0.002999,0.000040)
n:  260, t: 0.032500, x[n]: (-1.000000,-0.000089), y[n]:  (-0.997842,0.000803), y(t):  (-0.999991,0.002895), diff:  (-0.002149,0.002092)
n:  261, t: 0.032625, x[n]:  (0.707132,-0.707082), y[n]:  (0.704975,-0.706187), y(t):  (0.705015,-0.709186), diff:  (0.000040,-0.002999)
n:  262, t: 0.032750, x[n]:  (-0.000103,1.000000), y[n]:   (0.000789,0.997842), y(t):   (0.002881,0.999991), diff:   (0.002092,0.002149)
n:  263, t: 0.032875, x[n]: (-0.707073,-0.707141), y[n]: (-0.706177,-0.704984), y(t): (-0.709176,-0.705025), diff: (-0.002999,-0.000040)
n:  264, t: 0.033000, x[n]:  (1.000000,-0.000006), y[n]:  (0.997842,-0.000898), y(t):  (0.999991,-0.002990), diff:  (0.002149,-0.002092)
n:  265, t: 0.033125, x[n]:  (-0.707150,0.707063), y[n]:  (-0.704994,0.706168), y(t):  (-0.705034,0.709167), diff:  (-0.000040,0.002999)
n:  266, t: 0.033250, x[n]:  (0.000007,-1.000000), y[n]: (-0.000884,-0.997842), y(t): (-0.002977,-0.999991), diff: (-0.002092,-0.002149)
n:  267, t: 0.033375, x[n]:   (0.707054,0.707160), y[n]:   (0.706158,0.705003), y(t):   (0.709158,0.705044), diff:   (0.002999,0.000040)
n:  268, t: 0.033500, x[n]: (-1.000000,-0.000021), y[n]:  (-0.997842,0.000871), y(t):  (-0.999991,0.002963), diff:  (-0.002149,0.002092)
n:  269, t: 0.033625, x[n]:  (0.707169,-0.707044), y[n]:  (0.705013,-0.706149), y(t):  (0.705053,-0.709148), diff:  (0.000040,-0.002999)
n:  270, t: 0.033750, x[n]:  (-0.000034,1.000000), y[n]:   (0.000858,0.997842), y(t):   (0.002950,0.999991), diff:   (0.002092,0.002149)
n:  271, t: 0.033875, x[n]: (-0.707035,-0.707179), y[n]: (-0.706139,-0.705022), y(t): (-0.709139,-0.705063), diff: (-0.002999,-0.000040)
n:  272, t: 0.034000, x[n]:   (1.000000,0.000047), y[n]:  (0.997842,-0.000844), y(t):  (0.999991,-0.002937), diff:  (0.002149,-0.002092)
n:  273, t: 0.034125, x[n]:  (-0.707145,0.707069), y[n]:  (-0.704988,0.706173), y(t):  (-0.705029,0.709172), diff:  (-0.000040,0.002999)
n:  274, t: 0.034250, x[n]:  (0.000061,-1.000000), y[n]: (-0.000831,-0.997842), y(t): (-0.002923,-0.999991), diff: (-0.002092,-0.002149)
n:  275, t: 0.034375, x[n]:   (0.707059,0.707154), y[n]:   (0.706164,0.704998), y(t):   (0.709163,0.705038), diff:   (0.002999,0.000040)
n:  276, t: 0.034500, x[n]: (-1.000000,-0.000074), y[n]:  (-0.997842,0.000818), y(t):  (-0.999991,0.002910), diff:  (-0.002149,0.002092)
n:  277, t: 0.034625, x[n]:  (0.707121,-0.707093), y[n]:  (0.704964,-0.706197), y(t):  (0.705004,-0.709197), diff:  (0.000040,-0.002999)
n:  278, t: 0.034750, x[n]:  (-0.000087,1.000000), y[n]:   (0.000804,0.997842), y(t):   (0.002897,0.999991), diff:   (0.002092,0.002149)
n:  279, t: 0.034875, x[n]: (-0.707083,-0.707130), y[n]: (-0.706188,-0.704974), y(t): (-0.709187,-0.705014), diff: (-0.002999,-0.000040)
n:  280, t: 0.035000, x[n]:   (1.000000,0.000040), y[n]:  (0.997842,-0.000852), y(t):  (0.999991,-0.002944), diff:  (0.002149,-0.002092)
n:  281, t: 0.035125, x[n]:  (-0.707140,0.707074), y[n]:  (-0.704983,0.706178), y(t):  (-0.705023,0.709178), diff:  (-0.000040,0.002999)
n:  282, t: 0.035250, x[n]:  (0.000053,-1.000000), y[n]: (-0.000839,-0.997842), y(t): (-0.002931,-0.999991), diff: (-0.002092,-0.002149)
n:  283, t: 0.035375, x[n]:   (0.707064,0.707149), y[n]:   (0.706169,0.704992), y(t):   (0.709168,0.705033), diff:   (0.002999,0.000040)
n:  284, t: 0.035500, x[n]: (-1.000000,-0.000067), y[n]:  (-0.997842,0.000825), y(t):  (-0.999991,0.002918), diff:  (-0.002149,0.002092)
n:  285, t: 0.035625, x[n]:  (0.707159,-0.707055), y[n]:  (0.705002,-0.706160), y(t):  (0.705042,-0.709159), diff:  (0.000040,-0.002999)
n:  286, t: 0.035750, x[n]:  (-0.000080,1.000000), y[n]:   (0.000812,0.997842), y(t):   (0.002904,0.999991), diff:   (0.002092,0.002149)
n:  287, t: 0.035875, x[n]: (-0.707089,-0.707125), y[n]: (-0.706193,-0.704968), y(t): (-0.709193,-0.705008), diff: (-0.002999,-0.000040)
n:  288, t: 0.036000, x[n]:   (1.000000,0.000093), y[n]:  (0.997842,-0.000799), y(t):  (0.999991,-0.002891), diff:  (0.002150,-0.002092)
n:  289, t: 0.036125, x[n]:  (-0.707134,0.707079), y[n]:  (-0.704978,0.706184), y(t):  (-0.705018,0.709183), diff:  (-0.000040,0.002999)
n:  290, t: 0.036250, x[n]:  (0.000107,-1.000000), y[n]: (-0.000785,-0.997842), y(t): (-0.002877,-0.999991), diff: (-0.002092,-0.002149)
n:  291, t: 0.036375, x[n]:   (0.707070,0.707144), y[n]:   (0.706174,0.704987), y(t):   (0.709174,0.705027), diff:   (0.002999,0.000040)
n:  292, t: 0.036500, x[n]: (-1.000000,-0.000059), y[n]:  (-0.997842,0.000833), y(t):  (-0.999991,0.002925), diff:  (-0.002149,0.002092)
n:  293, t: 0.036625, x[n]:  (0.707153,-0.707060), y[n]:  (0.704997,-0.706165), y(t):  (0.705037,-0.709164), diff:  (0.000040,-0.002999)
n:  294, t: 0.036750, x[n]:  (-0.000011,1.000000), y[n]:   (0.000880,0.997842), y(t):   (0.002973,0.999991), diff:   (0.002092,0.002149)
n:  295, t: 0.036875, x[n]: (-0.707051,-0.707163), y[n]: (-0.706155,-0.705006), y(t): (-0.709155,-0.705046), diff: (-0.002999,-0.000040)
n:  296, t: 0.037000, x[n]:   (1.000000,0.000025), y[n]:  (0.997842,-0.000867), y(t):  (0.999991,-0.002959), diff:  (0.002149,-0.002092)
n:  297, t: 0.037125, x[n]:  (-0.707172,0.707041), y[n]:  (-0.705015,0.706146), y(t):  (-0.705056,0.709145), diff:  (-0.000040,0.002999)
n:  298, t: 0.037250, x[n]:  (0.000038,-1.000000), y[n]: (-0.000854,-0.997842), y(t): (-0.002946,-0.999991), diff: (-0.002092,-0.002149)
n:  299, t: 0.037375, x[n]:   (0.707032,0.707182), y[n]:   (0.706137,0.705025), y(t):   (0.709136,0.705065), diff:   (0.002999,0.000040)
n:  300, t: 0.037500, x[n]: (-1.000000,-0.000051), y[n]:  (-0.997842,0.000840), y(t):  (-0.999991,0.002933), diff:  (-0.002149,0.002092)
n:  301, t: 0.037625, x[n]:  (0.707191,-0.707023), y[n]:  (0.705034,-0.706127), y(t):  (0.705075,-0.709127), diff:  (0.000041,-0.002999)
n:  302, t: 0.037750, x[n]:  (-0.000065,1.000000), y[n]:   (0.000827,0.997842), y(t):   (0.002919,0.999991), diff:   (0.002092,0.002149)
n:  303, t: 0.037875, x[n]: (-0.707099,-0.707114), y[n]: (-0.706204,-0.704957), y(t): (-0.709203,-0.704998), diff: (-0.002999,-0.000040)
n:  304, t: 0.038000, x[n]:   (1.000000,0.000078), y[n]:  (0.997842,-0.000814), y(t):  (0.999991,-0.002906), diff:  (0.002149,-0.002092)
n:  305, t: 0.038125, x[n]:  (-0.707124,0.707090), y[n]:  (-0.704967,0.706195), y(t):  (-0.705007,0.709194), diff:  (-0.000040,0.002999)
n:  306, t: 0.038250, x[n]:  (0.000091,-1.000000), y[n]: (-0.000800,-0.997842), y(t): (-0.002893,-0.999991), diff: (-0.002092,-0.002150)
n:  307, t: 0.038375, x[n]:   (0.707081,0.707133), y[n]:   (0.706185,0.704976), y(t):   (0.709184,0.705017), diff:   (0.002999,0.000040)
n:  308, t: 0.038500, x[n]: (-1.000000,-0.000105), y[n]:  (-0.997842,0.000787), y(t):  (-0.999991,0.002879), diff:  (-0.002149,0.002092)
n:  309, t: 0.038625, x[n]:  (0.707142,-0.707071), y[n]:  (0.704986,-0.706176), y(t):  (0.705026,-0.709175), diff:  (0.000040,-0.002999)
n:  310, t: 0.038750, x[n]:  (-0.000057,1.000000), y[n]:   (0.000835,0.997842), y(t):   (0.002927,0.999991), diff:   (0.002092,0.002149)
n:  311, t: 0.038875, x[n]: (-0.707062,-0.707152), y[n]: (-0.706166,-0.704995), y(t): (-0.709166,-0.705036), diff: (-0.002999,-0.000040)
n:  312, t: 0.039000, x[n]:   (1.000000,0.000071), y[n]:  (0.997842,-0.000821), y(t):  (0.999991,-0.002914), diff:  (0.002149,-0.002092)
n:  313, t: 0.039125, x[n]:  (-0.707161,0.707052), y[n]:  (-0.705005,0.706157), y(t):  (-0.705045,0.709156), diff:  (-0.000040,0.002999)
n:  314, t: 0.039250, x[n]:  (0.000023,-1.000000), y[n]: (-0.000869,-0.997842), y(t): (-0.002961,-0.999991), diff: (-0.002092,-0.002149)
n:  315, t: 0.039375, x[n]:   (0.707043,0.707171), y[n]:   (0.706147,0.705014), y(t):   (0.709147,0.705055), diff:   (0.002999,0.000040)
n:  316, t: 0.039500, x[n]: (-1.000000,-0.000036), y[n]:  (-0.997842,0.000856), y(t):  (-0.999991,0.002948), diff:  (-0.002149,0.002092)
n:  317, t: 0.039625, x[n]:  (0.707137,-0.707076), y[n]:  (0.704980,-0.706181), y(t):  (0.705021,-0.709180), diff:  (0.000040,-0.002999)
n:  318, t: 0.039750, x[n]:  (-0.000050,1.000000), y[n]:   (0.000842,0.997842), y(t):   (0.002935,0.999991), diff:   (0.002092,0.002149)
n:  319, t: 0.039875, x[n]: (-0.707067,-0.707147), y[n]: (-0.706172,-0.704990), y(t): (-0.709171,-0.705030), diff: (-0.002999,-0.000040)
n:  320, t: 0.040000, x[n]:   (1.000000,0.000063), y[n]:  (0.997842,-0.000829), y(t):  (0.999991,-0.002921), diff:  (0.002149,-0.002092)
n:  321, t: 0.040125, x[n]:  (-0.707156,0.707058), y[n]:  (-0.704999,0.706162), y(t):  (-0.705040,0.709161), diff:  (-0.000040,0.002999)
n:  322, t: 0.040250, x[n]:  (0.000076,-1.000000), y[n]: (-0.000816,-0.997842), y(t): (-0.002908,-0.999991), diff: (-0.002092,-0.002149)
n:  323, t: 0.040375, x[n]:   (0.707048,0.707165), y[n]:   (0.706153,0.705009), y(t):   (0.709152,0.705049), diff:   (0.002999,0.000040)
n:  324, t: 0.040500, x[n]: (-1.000000,-0.000029), y[n]:  (-0.997842,0.000863), y(t):  (-0.999991,0.002955), diff:  (-0.002149,0.002092)
n:  325, t: 0.040625, x[n]:  (0.707175,-0.707039), y[n]:  (0.705018,-0.706143), y(t):  (0.705059,-0.709143), diff:  (0.000040,-0.002999)
n:  326, t: 0.040750, x[n]:  (-0.000042,1.000000), y[n]:   (0.000850,0.997842), y(t):   (0.002942,0.999991), diff:   (0.002092,0.002149)
n:  327, t: 0.040875, x[n]: (-0.707029,-0.707184), y[n]: (-0.706134,-0.705028), y(t): (-0.709133,-0.705068), diff: (-0.002999,-0.000040)
